node1,node2,label
24281,30656,1
46821,33979,1
24446,12329,0
19819,1307,1
13367,41960,0
48594,14972,0
6442,26514,0
48020,7420,1
35200,7920,0
26842,27935,0
45436,8581,0
37737,15790,1
19042,45807,1
51558,37844,1
3181,28523,0
299,7852,0
30554,21062,0
8809,22067,0
14003,36498,1
15063,39685,1
30818,8036,0
32243,25194,0
51314,4423,1
49878,18559,0
5832,21736,0
37413,45340,1
6498,32484,1
40440,10181,1
26685,8551,0
9353,22493,0
38175,50881,0
30686,36122,0
26618,3613,1
15117,29509,1
24524,4957,1
38532,28397,1
4648,52284,0
50399,37113,1
37451,17726,1
38425,11883,1
46583,38948,1
23942,37202,1
13177,47975,1
1920,24230,1
10912,22666,0
43546,23433,1
20082,37628,0
47342,6379,1
24474,12,1
50442,3480,1
37471,12753,1
25565,50619,0
43154,16111,0
26203,41100,0
46977,31930,1
9022,18694,1
46049,42239,0
4476,7886,0
21366,2816,0
6511,18767,1
14003,27359,1
28246,1996,1
33617,27627,0
47766,43699,1
24990,32466,0
30317,32004,0
39191,1033,0
8418,39060,0
6365,35221,0
43743,6878,0
25988,32672,1
30888,12898,0
24221,13072,0
4788,47268,1
32208,20394,0
17568,31706,0
37833,768,0
28141,18907,0
24312,45143,0
45260,22266,0
28298,43280,0
23085,52111,1
17623,26201,1
21624,21954,1
6498,29246,1
30655,19049,0
43419,30912,0
43335,41851,0
34798,12425,1
10717,29583,0
12431,44167,1
13709,1727,0
39423,32926,0
3334,34990,0
50900,5295,1
21802,30518,0
31507,46711,0
17505,3202,0
33135,45233,0
40424,15661,0
23167,22571,0
5759,26361,1
51142,6449,0
2168,25711,0
47419,43029,0
1099,18848,0
44739,37173,0
45177,50046,1
4583,31445,0
16504,38985,1
30811,38744,0
15142,38982,0
48020,50280,1
33084,32131,1
9930,7341,1
26593,6834,1
39600,7646,0
40302,31628,0
42478,780,0
42350,36157,0
24775,2076,0
25491,32312,0
14136,42164,0
27607,22905,0
43117,34538,1
30933,31201,1
44176,5877,0
51500,48927,1
13687,7704,0
27976,33979,1
39990,4579,1
5381,34497,1
3901,11172,1
44745,48609,0
4531,9592,0
35161,367,1
40215,9181,1
35253,8570,0
20107,34047,0
602,8005,0
29515,23864,1
7999,9713,0
5986,33051,0
22157,31605,0
49556,27557,0
40623,48418,0
45721,38601,0
3536,39516,0
45740,37631,1
24996,2847,0
28303,36794,1
43037,36959,0
3237,14209,1
19666,489,0
18194,46914,0
33258,1473,1
24280,19682,0
50473,29509,1
16756,11853,0
17995,20781,0
30756,3521,0
46328,30007,0
52288,45512,1
24128,12329,1
26415,15115,0
9759,14844,0
16927,4211,0
17991,49504,1
3618,17716,0
48709,24041,0
35628,13979,0
2521,24746,1
26999,7733,1
27793,26952,0
23854,24304,0
11020,50838,0
12895,33901,0
40272,39945,0
35901,27684,0
22832,6243,0
2565,6991,0
4453,20448,1
41886,12097,0
9955,33719,0
36154,6366,0
39568,46147,1
47523,1684,0
49255,29620,1
43307,31513,0
42746,6192,0
36415,50622,1
36924,3192,0
26414,8114,1
31596,28054,0
22408,31187,0
46821,19819,1
15773,1240,1
42094,41528,0
16055,30880,0
34449,3509,0
12978,33650,0
12960,44609,1
14666,5695,1
51772,22620,0
49601,15841,0
23605,4275,0
48618,27102,1
23050,52190,1
44043,34812,1
15984,3161,1
47623,23458,1
19308,32862,0
29334,25410,1
47582,27624,1
49326,23767,1
48906,19250,1
28397,50425,1
49559,42421,1
24316,20010,0
38877,15226,1
32842,7553,0
20801,36060,1
21631,39163,0
22279,14253,0
48873,46929,0
31252,12774,1
46366,31983,1
30627,25009,0
27497,36908,0
5360,9005,0
37136,12783,0
23900,46311,1
15238,39426,1
12668,45059,0
18011,47046,0
36036,3017,0
10699,836,1
9000,20045,0
931,26005,1
52347,3535,1
40733,2516,1
30239,23835,1
27413,20332,1
44390,39732,0
52358,5127,0
600,22571,1
18694,9967,1
48438,24186,1
52247,19657,1
3978,4292,1
44963,23080,0
39301,22,0
8941,1314,0
23951,16230,1
3109,41371,1
29150,50292,0
21479,44504,1
30801,32782,1
22115,36500,1
2371,27618,0
43948,9967,1
4930,12887,0
25847,23316,1
7986,23904,1
1716,18546,0
2538,50562,1
35039,4031,1
32844,28526,1
17412,40691,0
12814,17025,1
25775,460,0
38583,10803,1
39629,23021,0
21875,29947,0
48078,45349,1
20501,16111,1
18082,48786,1
5212,21064,0
8437,46195,0
42856,8902,0
1570,35489,0
22352,15991,0
10298,12357,0
36206,16845,0
47744,50361,1
26518,18091,1
31431,2563,0
27902,30337,1
8209,11639,1
13692,31674,1
6326,36308,0
11997,26471,1
20967,13557,1
48297,2607,1
27261,31898,0
20412,1027,1
22079,43030,0
3261,11276,0
13968,29375,0
25663,51453,1
11084,44043,1
5175,3071,1
33654,12890,1
33751,7568,0
9923,10484,0
51553,39239,0
10812,15682,1
22729,37887,0
49098,30530,1
25773,27418,0
2867,35685,0
8591,23715,1
14197,20835,0
13723,724,0
11557,44379,1
9922,48762,0
50551,50003,0
29170,5669,1
33352,24844,1
5716,1298,0
37769,37598,0
39840,42362,0
19883,43769,1
29468,18661,0
41180,14980,1
13461,35679,1
16540,3776,1
20968,51697,0
50044,21019,0
39276,45726,0
36081,3073,0
37053,25828,1
3822,3568,0
51840,10409,0
31525,349,1
50171,41002,1
26112,50141,0
16049,4027,0
2717,51677,0
30545,2811,0
46437,20330,0
15462,30599,1
35264,4378,0
41193,49598,1
22269,744,1
34629,51575,1
39633,48669,0
26331,11450,1
35514,17269,1
6293,14260,1
31159,11642,1
1636,798,0
36099,41525,0
29832,16625,0
48078,51507,1
838,45498,0
4739,16236,0
39919,2826,1
35486,8086,1
955,20305,0
16031,49052,1
37130,5451,1
19469,1837,1
27643,6194,0
17759,20730,0
14933,38011,0
47029,26768,0
15146,427,0
34526,29769,0
51327,12960,1
40746,32975,0
37391,25625,0
49252,19552,0
26330,22279,0
27713,3335,0
8801,13899,0
6690,7338,0
10184,15722,0
47323,10017,0
11371,34964,1
27559,33201,0
39879,31815,0
36821,21571,0
5816,24619,1
29396,48611,0
50325,12752,0
38504,18214,1
29813,42467,1
10679,7341,1
25847,7614,1
31170,23913,0
42128,18698,0
8995,1623,0
50738,76,0
25694,14332,0
33381,20024,0
21125,10953,1
4487,4046,1
16685,619,1
28948,23908,1
8180,295,1
36813,34175,1
27375,1898,0
30670,28326,0
26458,14907,0
47734,38751,1
46863,38500,0
38768,44531,1
6333,17175,0
23956,2699,0
28283,50911,1
46088,20330,0
9088,20691,0
32203,16888,0
40335,4028,1
17735,29302,0
33129,29809,1
34822,40473,1
2607,50721,1
16657,46263,0
40018,51185,0
24424,40414,1
16968,20597,1
50425,51507,1
14795,31208,1
45162,13011,0
24102,12456,1
35471,26635,0
43020,41931,0
21961,26499,1
17527,42108,0
30590,35132,0
4604,44360,0
14267,44702,0
48155,1033,0
12814,40753,1
20030,39914,0
50184,12620,1
18656,27920,0
16504,37844,1
24889,36238,1
31154,52053,0
1242,4958,1
46587,43945,1
32096,23544,0
51108,23868,1
24792,11642,1
31417,28393,1
9325,3684,1
350,40759,1
4042,37262,0
31966,22848,1
33268,10288,0
18412,16535,1
41162,7976,1
1,42318,0
38722,31155,1
19347,12215,0
27847,17610,0
15721,33900,1
17953,20426,0
44275,5907,0
15242,22471,0
11096,6843,0
11472,42586,0
42509,15730,1
20235,4725,0
9527,43819,1
29730,7374,1
15477,52026,1
9472,15845,1
12348,34687,1
15660,3947,0
24024,33734,0
38074,18006,0
30866,10311,0
46113,48750,0
464,13685,1
24869,47365,0
33570,51585,0
25677,15375,0
45791,44560,1
43965,18306,0
35312,35237,0
23869,47237,0
11455,27261,1
45865,15532,1
40527,42509,1
14705,1111,0
44929,44094,0
41544,44932,1
7969,17657,0
12563,30124,0
21476,28412,1
9913,36500,1
11760,18453,1
5980,47012,0
24813,31569,1
50377,44054,0
15289,36747,1
48251,4943,1
47348,10858,1
20791,17293,1
20791,29509,1
27797,16136,1
35454,49594,0
14361,48497,0
34798,11914,1
3434,19917,0
41048,8317,0
2278,27038,1
1517,29053,1
11815,43603,1
350,26915,1
40351,27401,0
26108,37675,1
36474,35187,0
31618,9506,0
16025,50736,0
41572,43281,0
18216,6803,0
13832,37416,0
36633,29967,1
41762,51271,1
42556,41502,1
16500,36369,0
24980,42875,1
13971,4686,0
4130,21171,0
10838,35107,0
6458,33622,1
229,30449,1
30385,9844,0
45787,23297,0
9738,29514,1
3623,50591,0
32678,44669,1
31385,44160,1
20788,24548,0
35192,24484,1
51702,6729,1
29633,40445,1
52045,280,0
23109,27194,0
47344,2963,1
5342,42286,0
12500,32977,1
51907,49258,1
9458,37068,1
36151,36505,0
4843,1405,0
37609,16925,0
41480,49668,0
43230,47191,0
36049,45101,0
2218,28003,0
45819,15357,1
17309,42203,0
37878,3535,1
5122,7615,0
16511,26072,0
19912,39675,0
3853,14642,1
16575,3830,1
49076,48818,1
17812,31449,1
49245,15208,1
7711,686,0
36137,33437,0
47995,24432,1
50374,5860,1
27108,38807,0
49508,32036,1
11642,52135,1
44019,32825,0
32028,32885,1
25644,38172,0
27677,44874,0
12497,46425,0
5513,22258,0
5700,20660,0
22028,24505,1
13771,27776,0
3,42055,1
5125,38083,0
36970,4122,0
30137,19983,1
51168,31266,1
49567,27236,0
1191,31010,0
35298,39852,0
9217,40527,1
15817,39001,0
19368,51362,0
43034,25892,0
6027,46119,0
14616,49621,0
23458,37854,1
21303,47252,0
2880,49741,1
350,45807,1
21917,12774,1
48984,50978,1
37578,19385,0
22750,37515,0
48536,32835,0
48013,46063,0
38287,22895,0
36163,12191,0
21759,17748,0
9786,9781,1
41839,49611,0
35182,47679,0
30998,48216,0
50918,9784,1
44238,39525,1
31433,13486,0
16317,24572,1
18783,8529,0
41420,13911,0
11238,34574,0
32042,51268,0
12847,39142,1
35004,3864,1
34254,21757,0
37878,349,1
12766,30549,0
48065,15631,0
23773,51692,0
22669,28440,0
39152,14416,1
13447,6581,1
29547,47309,0
12804,22969,1
24181,6339,0
14247,46098,0
52373,46663,1
31858,16576,0
41390,14582,0
32764,21066,0
12947,23496,0
41056,16371,0
10127,49766,1
36964,25152,0
19118,15258,0
40639,43196,0
2750,26915,1
35432,48597,0
16738,36464,0
10971,9480,1
21574,14167,1
30460,50645,1
45881,32468,0
6619,12620,1
51594,33318,0
51091,23847,1
21607,1402,0
20460,1298,0
39108,18346,0
29621,30995,0
20476,29989,1
28775,2040,0
17048,13582,0
23440,7614,1
9215,15592,1
10800,42791,1
29697,37573,0
19847,29891,1
2485,4204,0
8752,28207,0
23866,13763,0
21951,21277,0
7985,27665,0
1958,52247,1
26361,33862,0
32696,11642,1
8582,51832,0
26082,48243,0
51289,13017,0
8798,31714,0
6293,47235,1
13692,41217,1
7546,3916,1
5623,11455,1
20253,2625,1
23965,24322,1
41070,14391,0
27029,8221,0
8773,6654,0
40081,33651,0
47888,20935,0
41996,36066,0
36372,49366,1
35310,44261,0
38438,42986,1
42960,35083,0
27870,9218,1
24604,6306,1
44531,42986,1
50219,930,0
30226,10720,0
42694,24950,0
40668,49473,0
52091,41691,1
31570,21810,0
11554,50933,1
47727,31273,0
34134,25718,0
51197,3713,0
19459,43248,0
20735,24816,0
23667,19051,0
37519,16352,1
7642,15696,0
34263,42017,0
1496,15200,0
65,27169,1
33745,29642,0
32475,17,0
19299,20342,1
5884,19677,0
13547,45855,0
37116,1995,0
38397,33268,1
35006,51558,1
7114,16667,1
744,49039,0
12088,24741,0
31975,11788,0
5576,43883,1
23552,37519,1
51862,22379,0
8551,2178,1
26499,14434,1
4261,2320,0
11785,9436,1
49376,8008,0
41250,8230,1
12536,35074,1
45516,10965,0
48479,11335,0
50195,40770,0
19378,43851,0
45096,17643,0
4059,8549,0
41907,33812,0
42992,17291,0
30445,12422,0
19582,16646,0
25744,46392,0
31396,39541,0
46999,23294,1
44091,50484,0
34826,49158,0
101,5851,1
50473,3348,1
10150,30985,1
8115,43033,1
45307,18357,0
37124,51549,1
41026,25988,1
32354,14910,0
33622,37730,1
1367,26107,0
7373,33165,0
4411,11998,0
30890,2354,0
9607,10907,1
14477,734,1
43499,35327,0
51755,11569,0
45192,7576,1
39158,29633,1
42030,16978,1
29516,7589,1
16626,14380,0
14989,50380,1
45618,26622,0
26234,24808,1
34986,6107,0
38873,30688,1
6636,14284,0
91,36333,0
41219,49612,0
20330,45335,0
39198,40527,1
36558,19957,0
5453,18886,0
22541,19938,0
1549,27028,0
1122,24322,1
23571,15006,0
39096,51638,1
30334,6699,0
50900,39919,1
31788,9093,1
36532,28486,0
37923,49260,0
24597,38975,0
41201,35731,0
26941,34895,0
38985,18384,1
37623,21212,0
27960,31602,1
5199,35262,0
48635,32244,0
4157,40297,0
4453,8337,1
23573,7336,1
1044,5410,0
51264,20517,1
5816,26520,1
25510,9967,1
46933,23453,0
51595,17822,0
39453,43450,0
35993,49946,0
10838,16733,1
16494,49759,1
40782,28732,0
9600,40338,0
35912,7569,0
34812,31687,1
38240,32749,0
27331,5168,1
52231,40184,1
24414,3807,0
2307,41260,0
50215,49077,0
12533,20769,0
10703,24792,1
23922,4588,0
17328,23870,0
44609,27111,1
41596,11476,0
41623,33925,0
28123,17581,1
4471,48784,0
12712,20327,0
40230,17806,0
45375,50463,0
24981,13038,1
2192,5542,1
40895,51585,0
16334,24693,1
31384,29554,1
46731,39879,0
8136,5387,0
37816,30852,1
49255,48078,1
17782,6871,1
1856,21294,0
41120,15548,0
48305,22799,1
2738,12077,0
34338,13077,0
20232,49343,1
39826,29946,0
14209,41022,1
2539,29863,0
16237,16684,1
33488,38332,0
45192,6948,1
46275,30648,0
22268,45868,1
20967,3864,1
11374,10277,0
16568,50943,1
11276,17377,0
17507,36625,0
36658,18078,0
23962,11861,1
4094,47123,1
9217,16285,1
45696,37230,0
8459,23554,0
26434,27934,1
51298,17875,0
15549,11277,0
15690,34551,0
51807,51203,0
24399,2212,0
8681,37173,0
22764,2933,0
1614,40364,0
46355,34757,0
10238,42035,1
5416,11204,1
25320,47799,1
28898,37299,0
15343,50442,1
24070,29222,1
11798,10362,0
47947,26341,0
35315,15999,1
11415,50239,0
31266,45349,1
50122,26559,0
13242,22580,0
49888,42421,1
2081,50356,0
18421,35395,0
11973,21780,1
24353,10296,0
34306,17021,0
42237,50573,1
27262,15687,0
17946,51006,0
40145,608,0
33299,22583,1
26499,37730,1
30470,51780,0
47145,50835,0
6644,15184,0
8506,27973,0
15925,39685,1
48672,36997,0
27308,26348,0
19883,42346,1
14209,26869,1
49718,12553,1
27066,26889,1
5085,37248,0
8937,8609,0
28952,37540,0
31900,42703,0
19517,33935,1
8230,29879,1
22244,1067,0
1122,35327,1
35848,34565,0
6357,43986,0
25724,28719,0
37040,34028,0
14798,46860,0
6419,26434,1
12532,28451,0
28813,660,1
25009,45111,1
37070,22807,0
29738,4610,1
6434,21556,0
16044,1226,1
41478,7119,0
42512,18793,1
26593,33748,1
30104,35734,1
37925,15224,0
37673,29474,0
7886,34857,0
28340,50748,0
14003,35192,1
19995,17691,0
45548,24652,1
10839,5293,0
938,13801,1
47477,46705,0
27359,20039,1
37024,41216,0
11176,42892,0
4458,12710,0
1339,49758,0
29094,6272,0
19353,42833,0
48232,10868,1
25058,46625,0
41559,1217,1
20291,45367,0
42062,28660,0
40445,37435,1
2643,40346,0
5261,16336,0
16518,16232,1
14469,25743,1
27111,22822,0
3521,51108,1
22788,14638,1
4126,14434,1
5667,25161,1
8796,36829,1
6394,32337,0
24268,44006,0
52393,38691,0
1059,29215,0
26114,25033,0
49334,11894,0
10703,52247,1
22470,35266,0
8157,30742,0
11692,21778,0
31401,3393,0
474,12522,0
33125,36569,1
34897,1778,1
13036,14309,1
39110,24494,0
37304,25147,0
39498,10970,0
27895,24418,1
45937,31104,1
37728,44544,0
12448,15795,0
2845,1005,1
23414,44842,0
15178,43843,0
41311,585,0
38168,20285,0
31516,50070,0
50124,22078,0
9472,36762,1
49988,36715,0
117,36461,0
35727,18670,0
35289,11616,0
31599,48793,1
34361,51090,0
2104,47783,0
17288,2998,0
9693,50889,1
49737,18118,1
42479,31421,1
48232,4788,1
25903,48078,1
4182,17415,0
16366,42651,0
43464,51914,0
39566,35734,1
37058,43409,0
30731,17515,1
50149,207,1
9166,40939,1
47541,20864,1
9271,45474,0
29509,12535,1
17860,2573,0
45404,36489,1
16535,35938,1
17820,1985,0
30134,1374,1
52091,4125,1
44661,40941,1
25764,40358,1
981,20406,0
24,7113,0
26904,40231,1
9326,25246,1
9927,51487,0
13167,28125,1
33812,5521,0
2394,5980,0
47846,13931,1
16096,15466,0
27212,8715,0
14630,6229,0
20442,40110,0
45676,42416,0
36946,49669,1
30786,29418,0
43033,18432,1
14661,19450,1
13742,41923,1
8298,42746,0
23343,26024,0
26974,35334,1
39186,35773,1
31207,29729,0
464,267,0
44327,38780,0
24385,37310,0
39598,22037,0
34798,8108,1
19899,6066,0
4788,2750,1
29098,20273,0
10279,34046,0
33979,10893,0
40680,37435,1
45543,41686,0
252,49910,0
21782,50457,0
49343,1611,1
8865,20286,1
49572,47153,0
8840,19352,1
6504,26572,0
48965,50949,1
27175,12910,0
1053,7196,0
46313,46331,1
11290,20039,1
16540,9472,1
22217,13549,0
28089,34074,0
44078,37435,1
36344,29092,1
29146,36233,0
6866,37633,0
16187,1689,0
29067,20184,1
46623,18591,1
47120,11322,1
46313,37879,0
20557,38566,0
43900,32763,0
27628,6900,0
26281,32203,0
40296,11050,0
24755,46476,1
2192,43893,1
49854,47886,1
1660,46343,0
3675,3076,1
8865,35265,1
31553,34080,1
9351,22065,0
33912,48908,0
4276,51891,1
31388,16285,1
9073,7300,0
49512,25497,1
31291,14339,1
33456,22317,1
37862,42993,0
52303,8474,0
25776,7451,0
25739,47449,0
13147,709,0
10454,6318,1
9883,32781,0
7644,18113,0
38948,11455,1
41671,1102,0
26982,23250,0
28068,16352,1
25082,14434,1
40560,2895,0
8332,27456,0
43948,37138,0
29985,46347,0
8763,13623,0
23162,22626,1
14308,1231,0
24619,49247,1
34490,5623,0
1400,32306,0
21757,11193,0
8286,34509,0
29480,49916,0
47120,40753,1
28813,51558,1
8792,40812,0
44978,45548,1
51765,21464,0
29568,30913,0
48447,45491,0
40582,22850,0
1789,34988,1
26588,37612,0
50902,16428,1
11084,45089,1
42997,16978,1
34798,41691,1
5744,13278,1
29780,9361,0
21067,49740,0
12430,9080,1
9966,34549,1
10636,8278,1
22968,29400,0
15334,16370,0
996,26904,1
26712,7133,1
41304,7371,0
42678,26650,0
7755,9977,0
34443,37195,0
3675,21232,1
25453,51943,1
12959,23682,0
7710,33622,1
45367,26141,0
2647,8099,0
30225,24132,0
30624,16038,1
37130,25504,1
43458,28915,0
43948,39796,1
32956,42637,1
45141,4426,1
5586,4988,1
50979,13981,0
11965,32872,0
38985,47381,1
19047,37814,1
39133,34100,0
15851,334,0
8139,28290,1
31723,37069,1
18384,51507,1
34897,25711,1
24332,38004,0
4372,52207,1
46832,15917,0
3209,15182,0
49020,9750,1
35741,14861,0
48048,40208,1
23976,15459,0
39869,44941,0
22082,49418,0
21073,27118,0
25909,38751,1
44584,20296,1
51468,10469,0
44461,10389,0
18351,48193,0
9108,49483,1
25811,36453,0
5198,46752,0
3123,37380,1
36573,14107,0
36606,3635,0
931,3161,1
32577,12187,0
49805,18566,1
6787,29441,0
38911,50324,0
39049,48235,1
49215,18306,0
51453,5870,1
28292,17403,1
1277,21641,1
28303,27436,1
43549,30615,0
35941,27212,0
40141,7132,0
8354,45448,0
34961,21425,1
3047,25017,0
38756,874,0
43546,29185,0
13365,39972,0
16924,24739,0
5295,27891,1
13082,31292,0
27113,50819,1
16934,2600,0
35782,8706,0
10092,11531,0
22086,40075,0
174,10508,0
9108,47117,1
11279,9132,0
6807,3204,0
15289,31266,1
34655,7846,0
331,16038,1
43583,26281,0
41189,33592,0
17007,18758,0
46564,36496,1
51846,52260,0
21301,11356,0
25874,29879,1
11542,2401,0
27526,8500,0
12020,47153,0
23561,20560,0
9211,14003,0
44073,40577,0
1611,18295,0
50788,16692,1
15084,11336,0
48415,11062,0
18108,4223,1
42933,5757,0
51927,3360,0
40770,45810,0
18358,47855,1
46655,9828,0
24008,18563,0
12249,11649,0
51597,45497,0
47075,31741,0
12163,4979,0
21239,50656,0
2341,48344,0
47259,16871,0
46408,15060,0
7772,6851,1
30337,34068,1
4874,29072,0
40794,45012,0
31499,44728,1
34812,18827,1
18992,51219,1
43842,33916,0
23236,1453,0
35626,23800,1
30732,26701,0
3758,8200,1
47760,43733,0
23440,40414,1
36096,39605,0
21774,37071,1
20394,38264,0
32982,27415,0
1996,13557,1
32657,11752,0
47766,44078,1
21898,9966,1
7644,4226,0
47790,9219,0
33129,36794,1
45765,28333,0
21448,26979,0
49801,41297,0
36599,10632,1
20944,30357,1
45249,34340,1
42413,16363,0
16640,14036,0
5690,24075,0
15184,12487,0
3940,16316,0
6940,41959,0
48668,38940,0
15918,1936,0
575,28734,1
1254,34476,0
22881,2014,0
3469,37706,0
47183,11528,0
14949,14328,1
48583,28287,1
17490,5930,1
28376,24288,1
18732,48841,1
8170,24093,1
10794,4701,0
49362,48652,0
18384,39919,1
19878,13372,1
6512,11629,1
26499,36247,1
18565,12804,1
52211,36923,1
39881,44912,1
15142,17734,1
18565,50842,1
35109,1123,1
50998,21917,1
23273,23505,0
23507,26716,0
43639,39158,1
51028,16036,1
31760,45783,0
17464,36472,0
21569,11908,0
9542,5724,0
5417,8347,0
7966,5011,0
30743,41481,0
15097,35586,1
6579,29277,0
43185,31296,1
29065,35206,0
35757,6033,0
43027,14353,0
46449,47626,0
34257,19509,0
49189,32187,0
25313,51588,1
21961,2178,1
27531,11163,1
25846,25927,0
43440,13416,1
38304,28965,0
29686,22811,1
49561,48855,1
4718,25852,0
33553,10787,0
8016,16302,1
29600,7785,0
14192,2857,0
6898,14418,0
36322,14331,0
6619,18214,1
14261,30330,1
3223,33354,0
27976,12535,1
27459,14885,1
3209,12843,0
20543,27816,0
6026,24895,0
35808,34972,0
36479,28677,0
28213,41789,0
17948,8957,1
42990,6057,0
2939,14322,0
11288,30730,1
6428,41175,0
31625,33307,1
50918,32594,0
36479,38896,1
24496,30337,1
16540,25504,1
34528,4677,0
48063,33137,0
22545,25774,0
28237,38656,0
30823,33343,0
10,33570,0
12892,4381,0
40516,17057,0
21112,87,0
20023,2533,1
6228,24223,0
8023,39544,0
37167,3888,1
16525,21568,0
31740,32004,1
7071,28001,0
37279,35499,0
13879,37195,0
38309,206,0
21424,47898,0
4769,38818,0
24288,47955,1
14106,17852,0
12205,50453,0
46482,3861,0
50094,18442,0
13177,19469,1
48098,32630,0
26593,16778,1
41396,39666,0
45534,45162,0
35211,31504,0
46370,1522,0
30824,15412,0
36060,46693,1
36986,12423,1
45459,9537,0
51283,16665,0
26695,9896,1
19684,18551,0
30586,766,0
33456,14259,1
105,17621,1
28767,15533,1
8231,20413,1
7062,23511,0
45745,9420,1
33515,25979,0
16104,22821,0
15521,24756,0
38799,4167,0
30954,34804,0
12671,33881,0
4564,3494,0
13985,49374,0
44211,20539,0
18534,28833,0
29118,15130,1
47277,40827,1
10058,46051,0
25909,1037,1
30879,3685,1
10013,16063,0
26712,49789,1
7710,36238,1
40918,19635,0
12511,17776,0
18838,4369,1
26189,48963,0
30501,7278,1
41147,11150,0
26798,15786,0
6834,26434,1
18398,34407,0
38406,11012,0
27316,16634,0
50608,4160,0
48466,5284,1
20796,9823,0
32679,51971,0
30186,43615,1
22791,51233,1
22609,28540,0
24576,37405,0
1630,43180,1
14456,44545,0
38421,7401,0
4499,4251,0
20338,39769,0
17522,49300,1
29855,23042,0
35491,43796,1
10566,44961,0
46663,49759,1
3730,24463,0
36902,28662,1
2191,26658,0
51017,51181,0
19997,17299,1
20220,27287,0
35242,7769,0
20153,18574,0
47840,42655,1
12037,51985,0
30134,31765,1
20779,26628,0
24571,15054,0
43545,229,0
41808,33570,0
15289,52111,1
18702,19775,0
49446,1374,1
28075,8542,1
5283,31161,1
46704,39125,0
31073,16539,0
44579,19783,1
4947,39443,1
32436,33902,0
4715,5178,1
34937,6199,1
37293,2911,1
3076,12884,1
10953,20597,1
10280,2996,1
39568,25891,1
44212,31735,0
4126,8520,0
9693,10042,1
48478,49334,0
8326,36116,1
41502,15730,1
7215,32195,0
10679,23569,1
5896,4989,1
4393,35151,0
40783,42184,0
3559,36851,0
47707,49218,0
50591,21871,1
16685,51087,1
28657,45791,0
19480,31148,0
10638,29546,0
3660,10490,1
10430,40617,0
40331,11139,0
43454,44357,0
1244,3872,0
17437,14017,1
17611,39281,0
32319,16771,1
25976,21200,0
44458,12414,1
15693,19727,0
12800,48062,0
49016,20444,0
7451,4765,0
1475,18461,0
13230,49603,0
25820,21447,0
12471,48336,1
17012,27649,1
15854,13791,0
31237,10424,0
48260,38025,0
26026,27436,0
38288,32510,1
20181,47469,0
35820,11532,0
15745,33247,0
29570,18322,1
43760,17015,1
38499,3672,0
45386,27158,0
12900,2087,1
15652,21575,0
38751,37380,1
22313,6224,1
45800,22303,1
46885,34846,0
22331,34930,1
11592,34552,0
12747,23878,0
26116,35764,0
40579,18351,0
17623,22950,1
44138,14831,0
1442,50177,0
18906,45924,0
13529,13991,0
34705,20039,1
10554,6322,0
47123,11322,1
46035,32728,0
8842,26558,1
15117,35586,1
21382,1974,0
26615,41356,1
3957,41812,0
15306,2514,0
545,47707,0
2295,11925,0
14809,23175,0
18247,28637,0
25874,18082,1
8571,24600,1
33924,51234,0
19883,3172,0
40662,28754,0
5164,2593,0
5333,32043,0
31830,10659,0
35968,14922,0
481,35368,1
40036,49639,0
8246,43423,0
35332,15925,1
16436,4744,0
37432,22487,1
15310,21232,0
46393,45349,1
30491,37403,0
11912,42693,0
16019,48803,0
14628,1732,0
5851,10636,1
10993,22312,0
33992,46942,0
41877,41364,0
47824,44007,0
47619,44347,1
1504,40613,0
24309,37398,0
13001,49894,1
40827,49247,1
22704,39584,0
39185,17576,0
43629,34007,1
23208,15345,1
12671,3668,0
19844,32893,0
9657,15476,1
8235,37409,0
38722,31392,0
32413,13430,0
2891,4498,0
28739,6234,0
49098,27187,1
4651,3978,1
7,7754,0
47316,3490,0
4662,10199,0
18294,18871,0
20487,29497,0
48986,16724,0
38425,10542,0
17504,10223,1
49545,3318,0
49255,36214,1
52290,31367,0
37716,2946,0
12133,36581,1
39827,21114,1
21791,44496,1
33041,21193,1
20351,42133,0
1167,51998,0
24838,2798,0
51063,42436,0
15783,21622,1
5643,14665,1
43102,33559,0
38529,49247,1
16812,1102,0
16237,13239,1
47920,11465,1
8514,36107,0
11774,38207,0
34900,24794,0
8355,51865,0
1436,31384,0
12729,16140,1
17690,22880,0
30834,30010,0
38983,18966,0
2187,17544,1
6246,3823,0
49464,2697,0
48704,19170,0
42598,33796,0
22269,45569,1
2335,447,0
33124,17879,0
24766,31688,0
16118,2404,0
14582,37568,0
37514,51575,1
39413,37937,0
17162,39594,0
22021,34159,1
24667,43745,0
9991,39607,0
8822,33843,0
17390,38719,1
19406,39329,0
24932,11350,1
23893,4620,0
45363,29218,0
23513,27291,0
6006,45830,0
45800,9967,1
14302,39894,1
40035,12200,1
14268,5068,0
26967,19526,0
11204,18700,1
30632,45296,1
41543,16394,1
6549,32067,0
30102,34123,0
39321,5295,1
38278,45548,1
9518,14551,0
242,7353,1
9354,52152,1
15496,47125,0
35696,26915,1
21155,21880,0
18829,11876,0
13924,27621,1
33654,38384,1
34863,1242,0
26129,1579,1
10015,28478,1
45090,38188,0
32538,37857,1
50999,29032,1
7584,22409,0
23845,39736,0
13461,12329,1
35655,34512,0
41818,4242,0
12111,2477,1
10366,34461,1
47655,27701,0
45569,48020,1
30639,38478,0
40368,48384,0
